image,old_class,new_class,text,entity_value,entity_field
X51006414714,ADDRESS,COMPANY,THE TOAST F&B SDN BHD (965752-T),THE TOAST F&B SDN BHD,company
X51006414714,LINE_TOTAL,TOTAL,18.90,18.90,total
X51006414714,DOCUMENT_NO,ADDRESS,LOT 2110&2111 JALAN PERMAS UTARA,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR,address
X51006414718,LINE_TOTAL,TOTAL,46.55,46.55,total
X51006414718,ITEM,ADDRESS,"3RD FLR, AEON TAMAN MALURI SC","3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",address
X51006414719,LINE_TOTAL,TOTAL,4.40,4.40,total
X51006414719,ITEM,ADDRESS,"3RD FLR, AEON TAMAN MALURI SC","3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",address
X51006414720,ITEM,COMPANY,PASARAYA JALAL SDN BHD,PASARAYA JALAL SDN BHD,company
X51006414720,OTHER,TOTAL,6.40 SR*,6.40,total
X51006414720,ITEM,ADDRESS,"10-18,JLN KEBUDAYAAN 16,TMN U","10-18,JLN KEBUDAYAAN 16,TMN U 81300 JOHOR BAHRU.",address
X51006414721,ITEM,COMPANY,DOMINO'S PIZZA,DOMINO'S PIZZA,company
X51006414721,LINE_TOTAL,TOTAL,7.20,7.20,total
X51006414733,LINE_TOTAL,TOTAL,122.80,122.80,total
X51006414733,ITEM,ADDRESS,"3RD FLR, AEON TAMAN MALURI SC","3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",address
X51006441473,ITEM,COMPANY,GUARDIAN HEALTH AND BEAUTY SDN BHD,GUARDIAN HEALTH AND BEAUTY SDN BHD,company
X51006441473,LINE_TOTAL,TOTAL,38.37,38.37,total
X51006441473,ITEM,ADDRESS,JALAN LOKE YEW BENTONG,JALAN LOKE YEW BENTONG 90 GROUND FLOOR JALAN BENTONG,address
X51006441474,ADDRESS,COMPANY,TF VALUE-MART SDN BHD (482123-U),TF VALUE-MART SDN BHD,company
X51006441474,LINE_TOTAL,TOTAL,52.80,52.80,total
X51006441474,ITEM,ADDRESS,PAHANG DARUL MAKMUR.,JALAN TRAS BATU 1 28700 BENTONG PAHANG DARUL MAKMUR.,address
X51006466055,ITEM,COMPANY,CHECKERS HYPERMARKET SDN BHD,CHECKERS HYPERMARKET SDN BHD (JALAN KLANG LAMA),company
X51006466055,ADDRESS,DATE,: 20180428/191204,20180428,date
X51006466055,LINE_TOTAL,TOTAL,20.00,20.00,total
X51006466055,ITEM,ADDRESS,"LOT 2942 & 2945, JLN SERI SENTOSA 8,","LOT 2942 & 2945, JLN SERI SENTOSA 8, SERI SENTOSA, OFF JLN KLANG LAMA, 58000 KUALA LUMPUR.",address
X51006466056,ITEM,COMPANY,BERRY'S CAKE HOUSE,BERRY'S CAKE HOUSE,company
X51006466056,LINE_TOTAL,TOTAL,11.25,11.25,total
X51006466060,ITEM,COMPANY,STATIONERY SDN. BHD,WESTERN EASTERN STATIONERY SDN. BHD,company
X51006466060,OTHER,TOTAL,RM1.38,1.38,total
X51006466060,ITEM,ADDRESS,"42-46, JLN SULTAN AZLAN","42-46, JLN SULTAN AZLAN SHAH 51200 KUALA LUMPUR",address
X51006466062,ITEM,COMPANY,ST TIONERY SDN. BHD,WESTERN EASTERN ST TIONERY SDN. BHD,company
X51006466062,OTHER,TOTAL,RM5.00,RM5.00,total
X51006466062,ITEM,ADDRESS,"42-46, JLN SULTAN AZLAN","42-46, JLN SULTAN AZLAN SHAH 51200 KUALA LUMPUR",address
X51006466065,ITEM,COMPANY,GH DISTRIBUTOR & MARKETING SDN BHD,GHEE HIANG GH DISTRIBUTOR & MARKETING SDN BHD,company
X51006466065,OTHER,TOTAL,25.00 SR,25.00,total
X51006466066,DOCUMENT_NO,COMPANY,MENTAI INITIAL SDN BHD (1206674-T),MENTAI INITIAL SDN BHD,company
X51006466066,LINE_TOTAL,TOTAL,41.50,41.50,total
X51006466066,ITEM,ADDRESS,"JALAN 109F, TAMAN DANAU DESA,","NO.37-1, PLAZA DANAU DESA 2, JALAN 109F, TAMAN DANAU DESA, 58100 KUALA LUMPUR.",address
X51006466778,OTHER,TOTAL,RM20.40,RM20.40,total
X51006466778,ITEM,ADDRESS,"117, JALAN RADIN BAGUS, SRI PETALING","117, JALAN RADIN BAGUS, SRI PETALING",address
X51006502529,LINE_TOTAL,TOTAL,3.70,3.70,total
X51006502529,ITEM,ADDRESS,"16A, JALAN ASTAKA U8/83, BUKIT JELUTONG","16A, JALAN ASTAKA U8/83, BUKIT JELUTONG 40150 SHAH ALAN, SELANGOR D.E.",address
X51006502531,ITEM,COMPANY,FAMILYMART,FAMILYMART,company
X51006502531,LINE_TOTAL,TOTAL,18.80,18.80,total
X51006502531,ITEM,ADDRESS,"NO 16A, JALAN ASTAKA U8/83, BUKIT JELUTONG.","NO 16A, JALAN ASTAKA U8/83, BUKIT JELUTONG. 40150 SHAH ALAM, SELANGOR, D.E.",address
X51006502533,DOCUMENT_NO,COMPANY,R&C VENTURE SDN BHD (1191015-W),R&C VENTURE SDN BHD,company
X51006502533,LINE_TOTAL,TOTAL,9.50,9.50,total
X51006502533,ITEM,ADDRESS,"LOT-18A-2, BERJAYA TIMES SQUARE,","LOT-18A-2, BERJAYA TIMES SQUARE, KUALA LUMPUR.",address
X51006554833,ITEM,COMPANY,SUBANG HEALTHCARE SDN,SUBANG HEALTHCARE SDN BHD,company
X51006554833,LINE_TOTAL,TOTAL,28.90,28.90,total
X51006555072,ITEM,COMPANY,DIGI TELECOMMUNICATIONS SDN BHD,DIGI TELECOMMUNICATIONS SDN BHD,company
X51006555072,LINE_TOTAL,TOTAL,234.40,234.40,total
X51006555125,ADDRESS,COMPANY,KHIAM AIK CHAN SDN BHD (88842-H),KHIAM AIK CHAN SDN BHD,company
X51006555125,LINE_TOTAL,TOTAL,28.40,28.40,total
X51006555570,ITEM,COMPANY,SUBANG HEALTHCARE SDN,SUBANG HEALTHCARE SDN BHD,company
X51006555570,LINE_TOTAL,TOTAL,78.10,78.10,total
X51006555780,ADDRESS,COMPANY,GARDENIA BAKERIES (KI ) SDN BHD (139386 X),GARDENIA BAKERIES (KI ) SDN BHD,company
X51006555780,LINE_TOTAL,TOTAL,33.05,33.05,total
X51006555780,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006555784,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006555784,LINE_TOTAL,TOTAL,53.14,53.14,total
X51006555784,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006555806,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006555806,LINE_TOTAL,TOTAL,20.21,20.21,total
X51006555806,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006555814,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006555814,LINE_TOTAL,TOTAL,94.19,94.19,total
X51006555814,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006555817,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006555817,LINE_TOTAL,TOTAL,24.83,24.83,total
X51006555817,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006555818,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006555818,LINE_TOTAL,TOTAL,27.10,27.10,total
X51006555818,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556591,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556591,LINE_TOTAL,TOTAL,36.36,36.36,total
X51006556591,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556596,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556596,LINE_TOTAL,TOTAL,41.44,41.44,total
X51006556596,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556604,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556604,LINE_TOTAL,TOTAL,39.78,39.78,total
X51006556604,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556646,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556646,LINE_TOTAL,TOTAL,73.55,73.55,total
X51006556646,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556650,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556650,LINE_TOTAL,TOTAL,50.60,50.60,total
X51006556650,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556656,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556656,LINE_TOTAL,TOTAL,7.97,7.97,total
X51006556656,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556726,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556726,LINE_TOTAL,TOTAL,68.41,68.41,total
X51006556726,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556730,ITEM,COMPANY,MAKASSAR FRESH MARKET S/B.,MAKASSAR FRESH MARKET S/B,company
X51006556730,OTHER,DATE,05-AUG-2017,05-AUG-2017,date
X51006556730,OTHER,TOTAL,RM40.00,RM40.00,total
X51006556732,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556732,LINE_TOTAL,TOTAL,19.31,19.31,total
X51006556732,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556738,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556738,LINE_TOTAL,TOTAL,51.88,51.88,total
X51006556738,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556815,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556815,LINE_TOTAL,TOTAL,54.15,54.15,total
X51006556815,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556818,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556818,LINE_TOTAL,TOTAL,29.59,29.59,total
X51006556818,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556823,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556823,LINE_TOTAL,TOTAL,26.80,26.80,total
X51006556823,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556824,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556824,LINE_TOTAL,TOTAL,-1.73,-1.73,total
X51006556824,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556825,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556825,LINE_TOTAL,TOTAL,48.04,48.04,total
X51006556825,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556828,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556828,LINE_TOTAL,TOTAL,36.55,36.55,total
X51006556828,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556830,ADDRESS,COMPANY,PINGHWAI TRADING SDN BHD,PINGHWAI TRADING SDN BHD,company
X51006556830,LINE_TOTAL,TOTAL,"1,007.50","1,007.50",total
X51006556830,ITEM,ADDRESS,"NO.2, JALAN METRO PERDANA TIMUR 11,","NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR.",address
X51006556831,ADDRESS,COMPANY,PINGHWAI TRADING SDN BHD,PINGHWAI TRADING SDN BHD,company
X51006556831,LINE_TOTAL,TOTAL,616.60,616.60,total
X51006556831,ITEM,ADDRESS,"NO.2, JALAN METRO PERDANA TIMUR 11,","NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR.",address
X51006556838,ITEM,COMPANY,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,company
X51006556838,LINE_TOTAL,TOTAL,22.58,22.58,total
X51006556838,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556839,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556839,LINE_TOTAL,TOTAL,5.90,5.90,total
X51006556839,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556840,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556840,LINE_TOTAL,TOTAL,40.18,40.18,total
X51006556840,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556841,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556841,LINE_TOTAL,TOTAL,3.21,3.21,total
X51006556841,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556852,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556852,LINE_TOTAL,TOTAL,65.50,65.50,total
X51006556852,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006556861,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006556861,LINE_TOTAL,TOTAL,23.20,23.20,total
X51006556861,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557117,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557117,LINE_TOTAL,TOTAL,62.60,62.60,total
X51006557117,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557119,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557119,LINE_TOTAL,TOTAL,14.79,14.79,total
X51006557119,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557161,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557161,LINE_TOTAL,TOTAL,41.87,41.87,total
X51006557161,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557164,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557164,LINE_TOTAL,TOTAL,31.05,31.05,total
X51006557164,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557168,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557168,LINE_TOTAL,TOTAL,39.87,39.87,total
X51006557168,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557170,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557170,LINE_TOTAL,TOTAL,58.86,58.86,total
X51006557170,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557178,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557178,LINE_TOTAL,TOTAL,35.01,35.01,total
X51006557178,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557179,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557179,LINE_TOTAL,TOTAL,34.21,34.21,total
X51006557179,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557184,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557184,LINE_TOTAL,TOTAL,68.63,68.63,total
X51006557184,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557185,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557185,LINE_TOTAL,TOTAL,110.46,110.46,total
X51006557185,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557188,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557188,LINE_TOTAL,TOTAL,23.56,23.56,total
X51006557188,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557193,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557193,LINE_TOTAL,TOTAL,33.80,33.80,total
X51006557193,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557195,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557195,LINE_TOTAL,TOTAL,59.54,59.54,total
X51006557195,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557198,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557198,LINE_TOTAL,TOTAL,27.20,27.20,total
X51006557198,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557199,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557199,LINE_TOTAL,TOTAL,60.24,60.24,total
X51006557199,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557202,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557202,LINE_TOTAL,TOTAL,46.06,46.06,total
X51006557202,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557210,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557210,LINE_TOTAL,TOTAL,51.42,51.42,total
X51006557210,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557213,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557213,LINE_TOTAL,TOTAL,31.32,31.32,total
X51006557213,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006557508,ADDRESS,COMPANY,GARDENIA BAKERIES (KL) SDN BHD (139386 X),GARDENIA BAKERIES (KL) SDN BHD,company
X51006557508,LINE_TOTAL,TOTAL,54.19,54.19,total
X51006557508,ITEM,ADDRESS,"LOT 3, JALAN PELABUR 23/1,","LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",address
X51006619341,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51006619341,LINE_TOTAL,TOTAL,RM 8.60,RM 8.60,total
X51006619341,OTHER,ADDRESS,"LOT 1851 -A & 1851-B, JALAN KPB 6,","LOT 1851 -A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",address
X51006619342,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51006619342,LINE_TOTAL,TOTAL,RM 3.30,RM 3.30,total
X51006619343,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51006619343,LINE_TOTAL,TOTAL,RM 22.90,RM 22.90,total
X51006619496,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006619496,LINE_TOTAL,TOTAL,61.65,61.65,total
X51006619496,ITEM,ADDRESS,"LOT P.T. 2811, JALAN ANGSA,","LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1320-TMN BATU",address
X51006619545,ADDRESS,COMPANY,COSWAY (M) SDN BHD (50118-A),COSWAY (M) SDN BHD,company
X51006619545,TAX,TOTAL,AMT PAID INCL GST : RM111.90,RM111.90,total
X51006619545,ITEM,ADDRESS,"2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN,","2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN, 50200 KUALA LUMPUR, MALAYSIA.",address
X51006619550,ADDRESS,COMPANY,HAI-O RAYA BHD (169199-V),HAI-O RAYA BHD,company
X51006619550,LINE_TOTAL,TOTAL,47.70,47.70,total
X51006619561,ADDRESS,COMPANY,GREEN LANE PHARMACY SDN BHD,GREEN LANE PHARMACY SDN BHD,company
X51006619561,LINE_TOTAL,TOTAL,180.10,180.10,total
X51006619561,ITEM,ADDRESS,"33 JLN BANGAU 1,KEPONG BARU,","33 JLN BANGAU 1,KEPONG BARU, 52100 KEPONG,KL",address
X51006619563,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006619563,OTHER,TOTAL,RM31.80 S,31.80,total
X51006619566,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006619566,OTHER,TOTAL,RM15.90 S,15.90,total
X51006619694,ITEM,COMPANY,GUARDIAN HEALTH AND BEAUTY SDN BHD,GUARDIAN HEALTH AND BEAUTY SDN BHD,company
X51006619694,LINE_TOTAL,TOTAL,2.56,2.56,total
X51006619694,ITEM,ADDRESS,"FIRST WORLD PLAZA, FIRST WORLD","LOT F/L2A.4, LEVEL 2A FIRST WORLD PLAZA, FIRST WORLD",address
X51006619696,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006619696,OTHER,TOTAL,RM82.80 Z,82.80,total
X51006619697,ITEM,COMPANY,OWN BY: CHEF LEE SDN BHD,CHEF LEE SDN BHD,company
X51006619697,OTHER,TOTAL,RM96.20,RM96.20,total
X51006619698,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51006619698,LINE_TOTAL,TOTAL,RM 21.00,RM 21.00,total
